"origin","fin_condition","scale_cleanliness","confidence(0)","confidence(1)","prediction(competition_status)"
0.0,1.0,1.5393730769998089,0.9190697674418604,0.08093023255813954,"0"
2.0,1.0,-0.8477467349631654,0.12179487179487179,0.8782051282051282,"1"
0.0,3.0,1.138515107687501,0.8457142857142858,0.15428571428571428,"0"
3.0,1.0,0.11268633613166651,1.0,0.0,"0"
0.0,2.0,-0.388916360917861,0.6625,0.3375,"0"
0.0,1.0,0.08476060458345465,0.8854961832061069,0.11450381679389313,"0"
2.0,2.0,-1.0103522604337662,0.05260685767966181,0.9473931423203382,"1"
3.0,0.0,0.19434258913972924,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,1.0709984655899256,0.9190697674418604,0.08093023255813954,"0"
1.0,0.0,-0.03507259788292301,0.43661971830985913,0.5633802816901409,"1"
1.0,3.0,-1.0771619219858175,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,0.6231262900002488,0.9190697674418604,0.08093023255813954,"0"
1.0,1.0,1.0010073915830147,0.9190697674418604,0.08093023255813954,"0"
3.0,2.0,1.5132147968154075,0.7424749163879598,0.25752508361204013,"0"
0.0,0.0,0.18197042959305304,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,1.7221275480178537,0.9190697674418604,0.08093023255813954,"0"
0.0,2.0,0.18585882259343695,0.6625,0.3375,"0"
3.0,0.0,1.0727659169537365,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,1.752527711475401,0.9190697674418604,0.08093023255813954,"0"
2.0,0.0,1.5358381742721867,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-0.0032584733343269784,0.13179571663920922,0.8682042833607908,"1"
1.0,3.0,-1.5094805255739587,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,1.2594087809721655,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,1.3304603257973624,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,1.025044730130843,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-0.5942942093926852,0.13179571663920922,0.8682042833607908,"1"
0.0,1.0,0.2533754646910127,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,0.5679818074493492,0.9190697674418604,0.08093023255813954,"0"
2.0,2.0,-0.8314861824161053,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,0.8394623369307006,0.9190697674418604,0.08093023255813954,"0"
2.0,2.0,-1.407675327018452,0.05260685767966181,0.9473931423203382,"1"
1.0,2.0,-1.317181817191335,0.05260685767966181,0.9473931423203382,"1"
1.0,1.0,0.4223438150713328,0.9190697674418604,0.08093023255813954,"0"
3.0,2.0,-0.21323169535505965,0.3387096774193548,0.6612903225806451,"1"
1.0,3.0,-0.4080048356470185,0.13179571663920922,0.8682042833607908,"1"
0.0,0.0,1.069231014226115,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-1.3801030857430023,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,0.33255728578974014,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,0.4106786360701808,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-1.4660012220242111,0.05260685767966181,0.9473931423203382,"1"
3.0,3.0,1.332934757706698,0.7424749163879598,0.25752508361204013,"0"
3.0,1.0,1.1003381582291862,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-0.7515973807718535,0.05260685767966181,0.9473931423203382,"1"
1.0,1.0,-1.288902595370361,0.12179487179487179,0.8782051282051282,"1"
0.0,0.0,0.6001494222707071,0.9190697674418604,0.08093023255813954,"0"
2.0,0.0,0.3569481146103302,0.9190697674418604,0.08093023255813954,"0"
2.0,1.0,0.4859720641685244,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,1.0374168896775189,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,0.9851003293087167,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,-1.2121952061809687,0.43243243243243246,0.5675675675675675,"1"
3.0,1.0,1.5786104972764103,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,0.9055650179372271,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,-0.013509691244430301,0.8854961832061069,0.11450381679389313,"0"
1.0,3.0,1.0671100725895417,0.7424749163879598,0.25752508361204013,"0"
2.0,3.0,-1.5653319886703825,0.05260685767966181,0.9473931423203382,"1"
2.0,3.0,-1.3680844164690884,0.05260685767966181,0.9473931423203382,"1"
1.0,0.0,-0.5091030536570008,0.43661971830985913,0.5633802816901409,"1"
3.0,3.0,-1.1231156574449004,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-1.3854054398344349,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-0.8498676765997384,0.05260685767966181,0.9473931423203382,"1"
2.0,1.0,-0.9711148401571648,0.12179487179487179,0.8782051282051282,"1"
3.0,2.0,-0.07678445006885977,0.3387096774193548,0.6612903225806451,"1"
3.0,0.0,0.4025483597966509,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,1.077714780772407,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-0.7568997348632862,0.05260685767966181,0.9473931423203382,"1"
2.0,3.0,-1.41545211301922,0.05260685767966181,0.9473931423203382,"1"
1.0,1.0,0.7097314068269819,0.9190697674418604,0.08093023255813954,"0"
1.0,0.0,0.3767435698850121,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,-0.7979046065036987,0.43243243243243246,0.5675675675675675,"1"
2.0,3.0,-0.6971598787664784,0.05260685767966181,0.9473931423203382,"1"
0.0,2.0,-0.048505228247885536,0.6625,0.3375,"0"
2.0,2.0,0.7988109555630502,0.7424749163879598,0.25752508361204013,"0"
2.0,1.0,1.6415317658280777,0.9190697674418604,0.08093023255813954,"0"
3.0,2.0,0.6012098930889936,0.7424749163879598,0.25752508361204013,"0"
2.0,3.0,0.039160359397133984,0.13179571663920922,0.8682042833607908,"1"
2.0,0.0,0.9702537378527053,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,1.393028104076268,0.9190697674418604,0.08093023255813954,"0"
2.0,1.0,1.813681528663257,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-1.0071708479789068,0.05260685767966181,0.9473931423203382,"1"
2.0,1.0,0.812597076200775,0.9190697674418604,0.08093023255813954,"0"
2.0,2.0,0.41774844152542445,0.13179571663920922,0.8682042833607908,"1"
1.0,0.0,1.1816409209644867,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-1.0333291281633077,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,0.6584753172764664,0.9190697674418604,0.08093023255813954,"0"
2.0,2.0,1.6645086335576187,0.7424749163879598,0.25752508361204013,"0"
3.0,1.0,0.6878150099157269,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-1.1923997509062871,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,1.0628681893163956,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-0.6727690499458884,0.05260685767966181,0.9473931423203382,"1"
1.0,2.0,-1.260976863822149,0.05260685767966181,0.9473931423203382,"1"
1.0,2.0,0.8518344964773765,0.7424749163879598,0.25752508361204013,"0"
3.0,1.0,0.4976372431696761,0.9190697674418604,0.08093023255813954,"0"
0.0,2.0,0.7288198815561392,0.8457142857142858,0.15428571428571428,"0"
2.0,1.0,0.5474793716291431,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,-0.19767812335352375,0.8854961832061069,0.11450381679389313,"0"
1.0,2.0,0.035625456669512175,0.13179571663920922,0.8682042833607908,"1"
0.0,0.0,0.41986938316199757,0.9190697674418604,0.08093023255813954,"0"
2.0,1.0,-0.34473007682258905,0.43661971830985913,0.5633802816901409,"1"
0.0,0.0,0.4548649201654528,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,0.0907699392204117,0.8854961832061069,0.11450381679389313,"0"
2.0,0.0,-1.2401209377291806,0.12179487179487179,0.8782051282051282,"1"
0.0,2.0,0.12788641786044008,0.6625,0.3375,"0"
2.0,3.0,-0.961570602792586,0.05260685767966181,0.9473931423203382,"1"
2.0,2.0,-0.7749277387741571,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,1.6676900460124784,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,1.25693434906283,0.9190697674418604,0.08093023255813954,"0"
2.0,2.0,0.0518860092165723,0.13179571663920922,0.8682042833607908,"1"
0.0,0.0,0.6036843249983291,0.9190697674418604,0.08093023255813954,"0"
2.0,0.0,0.7510897687401565,0.9190697674418604,0.08093023255813954,"0"
1.0,1.0,0.7510897687401565,0.9190697674418604,0.08093023255813954,"0"
1.0,0.0,-0.9700543693388783,0.12179487179487179,0.8782051282051282,"1"
0.0,0.0,1.0324680258588483,0.9190697674418604,0.08093023255813954,"0"
3.0,3.0,0.9416210257589689,0.7424749163879598,0.25752508361204013,"0"
3.0,1.0,0.9366721619402989,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,-0.46173535710686936,0.8854961832061069,0.11450381679389313,"0"
2.0,2.0,-1.59255073967307,0.05260685767966181,0.9473931423203382,"1"
3.0,0.0,1.2102736330582229,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-1.2952654202800802,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-1.4497406694771509,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-0.008914317698521924,0.13179571663920922,0.8682042833607908,"1"
3.0,3.0,1.789290699842667,0.7424749163879598,0.25752508361204013,"0"
1.0,3.0,-0.8689561513288959,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,1.0342354772226592,0.9190697674418604,0.08093023255813954,"0"
1.0,0.0,-1.2411814085474673,0.12179487179487179,0.8782051282051282,"1"
1.0,3.0,-1.0124732020703393,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,1.1639664073263778,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,1.200375905420882,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-1.3108189922816158,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,-0.2924135164537871,0.8854961832061069,0.11450381679389313,"0"
2.0,3.0,-1.242595369638516,0.05260685767966181,0.9473931423203382,"1"
2.0,3.0,-0.14889646571234363,0.13179571663920922,0.8682042833607908,"1"
2.0,1.0,0.9847468390359548,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,0.4099716555246566,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-0.619745509031562,0.0,1.0,"1"
3.0,0.0,0.43931134816391715,0.9190697674418604,0.08093023255813954,"0"
1.0,0.0,-0.9810125677945057,0.12179487179487179,0.8782051282051282,"1"
1.0,3.0,-0.32316717018409635,0.13179571663920922,0.8682042833607908,"1"
0.0,0.0,-0.5327869019320667,0.8854961832061069,0.11450381679389313,"0"
3.0,2.0,-0.5278380381133961,0.3387096774193548,0.6612903225806451,"1"
2.0,2.0,-1.1747252372681782,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-0.7201367464960199,0.05260685767966181,0.9473931423203382,"1"
2.0,1.0,-1.0326221476177835,0.12179487179487179,0.8782051282051282,"1"
0.0,0.0,0.13106783031529978,0.9190697674418604,0.08093023255813954,"0"
1.0,1.0,-1.490038560572039,0.12179487179487179,0.8782051282051282,"1"
1.0,3.0,-1.6816302884091385,0.15789473684210525,0.8421052631578947,"1"
3.0,0.0,1.6517829837381806,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-0.9078400813327353,0.05260685767966181,0.9473931423203382,"1"
1.0,2.0,0.3735621574301524,0.13179571663920922,0.8682042833607908,"1"
0.0,1.0,0.683926616915343,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,0.7786620100156059,0.7424749163879598,0.25752508361204013,"0"
3.0,0.0,1.3067764775222972,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,-0.8982958439681565,0.43243243243243246,0.5675675675675675,"1"
2.0,2.0,0.595554048724799,0.7424749163879598,0.25752508361204013,"0"
0.0,0.0,0.09890021549394164,0.8854961832061069,0.11450381679389313,"0"
0.0,1.0,0.776894558651795,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-0.3542743141871679,0.13179571663920922,0.8682042833607908,"1"
2.0,1.0,-1.1694228831767455,0.12179487179487179,0.8782051282051282,"1"
0.0,1.0,1.4485260768999293,0.9190697674418604,0.08093023255813954,"0"
2.0,1.0,-1.662541813679981,0.5,0.5,"0"
1.0,2.0,-1.43984294183981,0.05260685767966181,0.9473931423203382,"1"
2.0,2.0,-1.5066526033918612,0.05260685767966181,0.9473931423203382,"1"
2.0,3.0,-1.6257788253127148,0.05260685767966181,0.9473931423203382,"1"
1.0,2.0,-1.5246806073027324,0.05260685767966181,0.9473931423203382,"1"
0.0,3.0,-0.6621643417630231,0.0,1.0,"1"
2.0,1.0,0.22580322341556291,0.9190697674418604,0.08093023255813954,"0"
2.0,1.0,0.1830309004113396,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-0.7971976259581742,0.05260685767966181,0.9473931423203382,"1"
2.0,2.0,-1.3804565760157643,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-0.8859236844214804,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,1.0561518741339142,0.9190697674418604,0.08093023255813954,"0"
2.0,0.0,-1.0492361904376057,0.12179487179487179,0.8782051282051282,"1"
1.0,3.0,-1.363135552650418,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,0.9218255704842875,0.7424749163879598,0.25752508361204013,"0"
1.0,3.0,-0.0067933760619487875,0.13179571663920922,0.8682042833607908,"1"
0.0,1.0,0.1565191299541764,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,-1.5243271170299701,0.43243243243243246,0.5675675675675675,"1"
3.0,1.0,0.18020297822924225,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,1.3902001818941705,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,1.222292302332137,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-0.9255145949708441,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-0.44759574619638215,0.13179571663920922,0.8682042833607908,"1"
2.0,2.0,-1.5462435139412252,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,-0.33659980054905914,0.8854961832061069,0.11450381679389313,"0"
1.0,2.0,-0.9661659763384943,0.05260685767966181,0.9473931423203382,"1"
2.0,2.0,-1.3486424514671687,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,0.17030525059190127,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,0.4548649201654528,0.9190697674418604,0.08093023255813954,"0"
3.0,3.0,-0.02482137997281994,0.3387096774193548,0.6612903225806451,"1"
0.0,3.0,0.2547894257820614,0.6625,0.3375,"0"
1.0,2.0,-1.0347430892543565,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,-0.2765064541794891,0.8854961832061069,0.11450381679389313,"0"
1.0,2.0,-0.7971976259581742,0.05260685767966181,0.9473931423203382,"1"
3.0,0.0,-0.3560417655509787,0.8288288288288288,0.17117117117117117,"0"
0.0,1.0,0.3979529862507425,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,0.32937587333488044,0.9190697674418604,0.08093023255813954,"0"
2.0,0.0,0.9554071463966938,0.9190697674418604,0.08093023255813954,"0"
2.0,1.0,-1.3044561673718966,0.12179487179487179,0.8782051282051282,"1"
2.0,3.0,1.1459384034155067,0.7424749163879598,0.25752508361204013,"0"
1.0,2.0,-1.4889780897537523,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,1.7023320927431718,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-1.4189870157468418,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,1.3923211235307433,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,-0.25282260590442324,0.8854961832061069,0.11450381679389313,"0"
3.0,0.0,1.7161182133808968,0.9190697674418604,0.08093023255813954,"0"
3.0,3.0,1.127910399504636,0.7424749163879598,0.25752508361204013,"0"
2.0,3.0,1.2509250144258728,0.7424749163879598,0.25752508361204013,"0"
1.0,2.0,-0.6858481900380887,0.05260685767966181,0.9473931423203382,"1"
2.0,3.0,1.5994664233693787,0.7424749163879598,0.25752508361204013,"0"
3.0,0.0,-0.1715198431691229,0.8288288288288288,0.17117117117117117,"0"
1.0,2.0,-1.0241383810714912,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,1.7595975169306441,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-0.8742585054203286,0.05260685767966181,0.9473931423203382,"1"
2.0,2.0,-1.2316371711828886,0.05260685767966181,0.9473931423203382,"1"
1.0,1.0,1.4753913376298549,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,1.038123870223043,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-1.1994695563615305,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,-0.32458113127514504,0.8854961832061069,0.11450381679389313,"0"
3.0,0.0,-0.5041541898383304,0.8288288288288288,0.17117117117117117,"0"
1.0,3.0,-1.550131906941609,0.05260685767966181,0.9473931423203382,"1"
3.0,2.0,1.0466076367693355,0.7424749163879598,0.25752508361204013,"0"
0.0,0.0,0.29084543360380316,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,1.2993531817942912,0.9190697674418604,0.08093023255813954,"0"
3.0,3.0,0.8440577104766087,0.7424749163879598,0.25752508361204013,"0"
3.0,0.0,1.3704047266194888,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,1.1777525279641026,0.9190697674418604,0.08093023255813954,"0"
2.0,0.0,0.14909583422617068,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,0.5962610292703232,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,1.0999846679564238,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,0.3410410523360322,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,-1.120641225535565,0.358974358974359,0.6410256410256411,"1"
2.0,3.0,-1.3910612841986298,0.05260685767966181,0.9473931423203382,"1"
1.0,0.0,1.0932683527739426,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-1.0198964977983451,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,0.21449153468717327,0.9190697674418604,0.08093023255813954,"0"
1.0,0.0,-0.388916360917861,0.43661971830985913,0.5633802816901409,"1"
0.0,0.0,-0.428860761739987,0.8854961832061069,0.11450381679389313,"0"
1.0,3.0,-0.46491676956172884,0.13179571663920922,0.8682042833607908,"1"
0.0,0.0,1.397623477622176,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,0.7277594107378526,0.9190697674418604,0.08093023255813954,"0"
0.0,3.0,0.5807074572687875,0.8457142857142858,0.15428571428571428,"0"
0.0,1.0,1.2438552089706298,0.9190697674418604,0.08093023255813954,"0"
0.0,3.0,0.16394242568218212,0.6625,0.3375,"0"
2.0,3.0,-1.0584269375294224,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,1.1190731426855816,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-0.8265373185974348,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,1.2343109716060505,0.9190697674418604,0.08093023255813954,"0"
3.0,1.0,0.2303985969614713,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-0.9537938167918182,0.05260685767966181,0.9473931423203382,"1"
3.0,2.0,0.9858073098542409,0.7424749163879598,0.25752508361204013,"0"
0.0,1.0,-0.2605993919051911,0.8854961832061069,0.11450381679389313,"0"
3.0,1.0,-1.0506501515286544,0.43243243243243246,0.5675675675675675,"1"
2.0,3.0,-1.2185580310906878,0.05260685767966181,0.9473931423203382,"1"
0.0,1.0,1.694908797015166,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,0.20565427786811888,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,1.2272411661508076,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-1.1581111944483558,0.05260685767966181,0.9473931423203382,"1"
3.0,0.0,-0.1948502011714264,0.8288288288288288,0.17117117117117117,"0"
2.0,3.0,-0.7346298476792692,0.05260685767966181,0.9473931423203382,"1"
1.0,3.0,-1.4705965955701195,0.05260685767966181,0.9473931423203382,"1"
1.0,2.0,-1.5165503310292021,0.05260685767966181,0.9473931423203382,"1"
2.0,3.0,-1.0845852177138233,0.05260685767966181,0.9473931423203382,"1"
0.0,0.0,0.9974724888553932,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,0.44708813416468496,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-1.6137601560388006,0.05260685767966181,0.9473931423203382,"1"
2.0,1.0,-0.2909995553627382,0.43661971830985913,0.5633802816901409,"1"
2.0,3.0,-1.2129021867264933,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,1.531596290999041,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-1.3935357161079651,0.05260685767966181,0.9473931423203382,"1"
1.0,2.0,-1.226688307364218,0.05260685767966181,0.9473931423203382,"1"
1.0,1.0,0.8016388777451474,0.9190697674418604,0.08093023255813954,"0"
3.0,3.0,-0.4108327578291159,0.3387096774193548,0.6612903225806451,"1"
3.0,1.0,0.5393490953556128,0.9190697674418604,0.08093023255813954,"0"
3.0,2.0,1.3530837032541416,0.7424749163879598,0.25752508361204013,"0"
3.0,3.0,1.0063097456744476,0.7424749163879598,0.25752508361204013,"0"
3.0,2.0,-0.7961371551398877,0.05260685767966181,0.9473931423203382,"1"
1.0,0.0,-0.3924512636454829,0.43661971830985913,0.5633802816901409,"1"
3.0,0.0,1.1940130805111626,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,1.048021597860384,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,0.6595357880947529,0.9190697674418604,0.08093023255813954,"0"
0.0,1.0,0.9568211074877427,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-1.6823372689546627,0.15789473684210525,0.8421052631578947,"1"
2.0,2.0,-0.9283425171529415,0.05260685767966181,0.9473931423203382,"1"
2.0,1.0,0.4834976322591891,0.9190697674418604,0.08093023255813954,"0"
3.0,0.0,0.2827151573302732,0.9190697674418604,0.08093023255813954,"0"
0.0,0.0,1.4064607344412305,0.9190697674418604,0.08093023255813954,"0"
2.0,3.0,-0.9735892720665,0.05260685767966181,0.9473931423203382,"1"
3.0,3.0,0.5248559941723637,0.7424749163879598,0.25752508361204013,"0"
0.0,0.0,1.3845443375299753,0.9190697674418604,0.08093023255813954,"0"
1.0,0.0,0.7072569749176464,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-1.1432646029923446,0.05260685767966181,0.9473931423203382,"1"
2.0,3.0,-1.2136091672720175,0.05260685767966181,0.9473931423203382,"1"
3.0,1.0,1.6662760849214295,0.9190697674418604,0.08093023255813954,"0"
1.0,2.0,-0.6497921822163468,0.05260685767966181,0.9473931423203382,"1"
3.0,0.0,0.14273300931645153,0.9190697674418604,0.08093023255813954,"0"
1.0,3.0,-1.3412191557391628,0.05260685767966181,0.9473931423203382,"1"
2.0,2.0,-1.5596761443061877,0.05260685767966181,0.9473931423203382,"1"
1.0,0.0,1.5973454817328057,0.9190697674418604,0.08093023255813954,"0"
